,artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored)
11647,The Pointer Sisters,[894847],0.8029999999999999,0.6559999999999999,0.926,110.544,-7.53,1,5,0.0934,0.0,0.324,0.0556,0,287013,41,1983,4/1/1983,*********
11656,Guy,[651156],0.789,0.762,0.619,104.584,-13.129,0,6,0.0343,0.247,0.0451,0.063,0,215240,41,1988,1/1/1988,Teddy's Jam
11665,Bobby Brown,[1777836],0.628,0.815,0.8,97.92,-7.947999999999999,1,1,0.00456,8.36e-06,0.101,0.0525,0,252000,41,1988,6/20/1988,Every Little Step - With Rap
11667,Natalie Cole,[74195],0.581,0.336,0.597,78.39399999999998,-12.103,1,7,0.5429999999999999,0.0,0.11,0.0414,0,151827,41,1991,1991,L-O-V-E
11669,The Blues Brothers,[47421],0.477,0.8340000000000001,0.765,154.705,-8.253,0,10,0.15,0.000385,0.955,0.207,0,347400,41,1980,12/1/1980,Green Onions
11679,T-Pain,[258000],0.67,0.843,0.583,150.208,-3.886,0,6,0.128,0.0,0.461,0.325,1,211880,41,2007,9/17/2007,Creep Fast (feat. T-Pain)
11730,Bill Withers,[78044],0.47,0.371,0.46,76.458,-12.892,0,4,0.498,4.58e-06,0.102,0.13,0,124227,41,1994,8/9/1994,Ain't No Sunshine - Single Version
11739,Usher,[303506],0.644,0.399,0.302,79.46300000000002,-8.548,1,1,0.0606,0.0,0.105,0.0239,0,285307,41,1997,9/16/1997,Bedtime
11747,The Supremes,[477875],0.667,0.529,0.412,88.288,-11.208,1,7,0.0769,0.000393,0.105,0.0459,0,151280,40,1966,8/25/1966,These Boots Are Made For Walking
11750,Erykah Badu,[170770],0.775,0.414,0.405,86.525,-8.895,1,2,0.0862,0.0016600000000000002,0.14,0.116,0,529373,40,2003,9/1/2003,Bump It
11762,Peabo Bryson,[35338],0.368,0.334,0.301,124.89,-13.654000000000002,0,1,0.727,0.0,0.0666,0.036000000000000004,0,274467,40,1985,1/1/1985,Feel The Fire
11772,Aaliyah,[578999],0.6809999999999999,0.545,0.765,84.10600000000002,-7.251,0,10,0.0322,0.0,0.155,0.045,0,204333,40,1994,5/22/1994,Down with the Clique
11781,The Dramatics,[138407],0.57,0.31,0.462,74.98899999999998,-14.151,1,0,0.556,6.08e-05,0.122,0.0291,0,271467,40,1976,1976,Be My ****
11782,Gil Scott-Heron,[658346],0.472,0.237,0.16699999999999998,135.154,-13.528,1,5,0.583,0.00045,0.11,0.0383,0,292405,40,1971,1/1/1971,Pieces of a Man
11783,Teena Marie,[18258],0.534,0.58,0.637,173.417,-10.488,1,5,0.329,0.0,0.128,0.0368,0,317133,40,1988,3/21/1988,Ooo La La La
11793,Otis Redding,[414251],0.618,0.2,0.477,135.362,-14.05,1,2,0.313,1.4499999999999997e-05,0.132,0.0391,0,171920,40,1966,10/15/1966,Tennessee Waltz
11794,Clarence Carter,[148477],0.727,0.64,0.961,103.87,-11.066,1,6,0.628,6.53e-05,0.0481,0.0407,0,172093,40,1969,1969,********* It Back
11809,Prince,[1426748],0.845,0.486,0.6920000000000001,118.458,-12.778,0,11,0.00713,0.417,0.232,0.111,0,285507,40,1980,10/8/1980,Head
11836,Atlantic Starr,[509356],0.562,0.481,0.23,139.743,-8.753,1,0,0.583,1.1e-06,0.123,0.034,0,261067,40,1994,5/1/1994,I'll Remember You
11838,Slim,[1409777],0.784,0.5589999999999999,0.698,90.994,-4.862,1,2,0.0021,0.0,0.412,0.0846,0,212453,40,2008,11/18/2008,So Fly (feat. Yung Joc)
11839,Toni Braxton,[935330],0.7070000000000001,0.619,0.462,91.873,-7.683,0,9,0.408,0.0007509999999999999,0.65,0.0247,0,259200,40,1996,4/24/1996,There's No Me Without You
11845,The Gap Band,[73383],0.7190000000000001,0.826,0.825,122.83,-9.525,0,4,0.117,0.0125,0.924,0.0456,0,390000,40,1982,1/1/1982,Early In The Morning
11857,Luther Vandross,[208076],0.7290000000000001,0.534,0.9,143.60399999999996,-11.564,1,6,0.035,0.00101,0.054000000000000006,0.0372,0,310267,40,1986,9/19/1986,Stop to Love
11858,Mariah Carey,[262255],0.532,0.456,0.2,92.759,-9.673,1,9,0.393,1.87e-06,0.138,0.0305,0,277093,40,1991,9/17/1991,If It's Over
11882,K-Ci & JoJo,[312126],0.573,0.546,0.374,170.044,-6.045,0,9,0.174,0.0,0.605,0.285,0,213252,40,1999,6/22/1999,Life
11892,Toni Braxton,[935330],0.7040000000000001,0.593,0.6659999999999999,194.034,-4.181,0,3,0.374,1.21e-05,0.172,0.24,0,210293,40,2000,2000,The Heat
11902,D'Angelo,[134600],0.772,0.6890000000000001,0.35600000000000004,97.225,-7.026,0,5,0.644,0.0,0.219,0.107,1,176987,40,2008,1/1/2008,Believe
11916,Missy Elliott,"[502371, 662797]",0.75,0.29100000000000004,0.4970000000000001,108.375,-12.196,0,9,0.317,5.39e-05,0.17800000000000002,0.0914,1,299867,40,1997,7/11/1997,Friendly Skies (feat. Ginuwine)
11933,Donna Summer,[661524],0.735,0.49,0.6579999999999999,127.361,-13.186,0,4,0.108,1.6899999999999994e-05,0.062,0.0342,0,351960,40,1979,10/15/1979,On The Radio - Long Version
11935,Michael Jackson,[467203],0.5820000000000001,0.8640000000000001,0.064,102.971,-5.3610000000000015,1,2,0.000309,0.54,0.334,0.0438,0,248187,40,1987,8/31/1987,***** Demon (Remix by Nero)
11951,Whitney Houston,"[820434, 324854]",0.388,0.177,0.106,124.444,-17.819000000000006,1,7,0.6829999999999999,8.97e-06,0.261,0.0325,0,228093,40,1985,2/14/1985,****** Loves Me Like You Do (with Jermaine ********
11959,James Brown,[128099],0.902,0.81,0.617,106.02,-2.834,0,11,0.0273,1.73e-06,0.713,0.125,0,406840,40,2005,1/1/2005,They Don't Want Music
11973,Barry White,[149044],0.488,0.168,0.163,100.432,-16.112000000000002,0,9,0.234,6.829999999999999e-05,0.0956,0.0273,0,467640,40,1977,8/30/1977,You Turned My Whole World Around
12023,R. Kelly,[319347],0.316,0.388,0.105,178.153,-9.744,1,1,0.272,0.0,0.118,0.0478,0,279267,40,2000,11/7/2000,The Greatest ****
12024,Switch,[48757],0.609,0.6779999999999999,0.741,77.65100000000002,-10.26,0,4,0.373,0.00179,0.114,0.0661,0,324440,40,2001,1/1/2001,There'll Never Be
12028,The Manhattans,[51736],0.537,0.59,0.43,77.954,-8.613,0,0,0.392,0.0,0.101,0.0382,0,278947,40,1977,1977,It Feels so Good to Be Loved so Bad
12035,Keri Hilson,[664272],0.252,0.86,0.364,206.788,-4.096,1,6,0.0547,0.0,0.341,0.0979,0,322093,40,2009,1/1/2009,Make Love
12052,Michael Jackson,[467203],0.726,0.611,0.555,159.22799999999995,-7.5070000000000014,0,2,0.282,0.0,0.264,0.113,0,109360,40,1982,11/30/1982,Carousel
12056,Cameo,[944349],0.619,0.359,0.5710000000000001,134.28,-12.604,1,7,0.271,0.0,0.111,0.111,0,314467,40,1980,1980,Why Have I Lost You
12060,Natalie Cole,[74195],0.901,0.5760000000000001,0.959,124.995,-10.314,0,5,0.41,9.72e-05,0.0447,0.0566,0,268667,40,1987,6/14/1987,Pink Cadillac
12064,Regina Belle,[884962],0.484,0.295,0.199,119.656,-12.371,1,6,0.818,3.19e-05,0.13,0.0323,0,308400,40,1989,8/22/1989,Make It Like It Was
12068,The Isley Brothers,[766893],0.513,0.518,0.696,138.797,-9.198,0,9,0.529,0.0,0.7809999999999999,0.0315,0,167933,40,1966,1966,I Guess I'll Always Love You
12098,LSG,[115554],0.7959999999999999,0.434,0.625,112.213,-6.864,1,2,0.242,0.0,0.289,0.0504,0,301600,40,1997,10/31/1997,Door **
12099,Switch,[48757],0.609,0.6779999999999999,0.741,77.65100000000002,-10.26,0,4,0.373,0.00179,0.114,0.0661,0,324440,40,2001,1/1/2001,There'll Never Be
12102,Bill Withers,[78044],0.408,0.625,0.612,75.514,-10.726,0,4,0.491,2.4e-05,0.825,0.158,0,177427,40,1973,4/21/1973,"Ain't No Sunshine - Live at Carnegie Hall, New York, NY - October ****"
12119,The Isley Brothers,[766893],0.8029999999999999,0.909,0.972,133.179,-6.039,0,11,0.366,0.00901,0.0831,0.0489,0,315880,40,1979,8/21/1979,"It's a Disco ***** (Rock Don't Stop), Pts. * & *"
12132,Mariah Carey,[262255],0.667,0.611,0.748,92.992,-9.231,0,1,0.267,2.23e-06,0.0795,0.053,0,271933,40,1995,9/26/1995,Long Ago
12145,Mary J. Blige,[376204],0.568,0.454,0.259,201.683,-7.289,1,2,0.183,0.0,0.166,0.52,1,210267,40,2001,1/1/2001,Back To Life **** (Feat. Mary J. Blige and Jadakiss)
12146,The Temptations,[569685],0.555,0.643,0.7909999999999999,125.102,-7.68,1,7,0.5820000000000001,0.0,0.332,0.0335,0,174707,40,1965,1/1/1965,The ****** Alright With Me
12154,Erykah Badu,[170770],0.757,0.439,0.868,79.815,-14.114,0,5,0.476,0.7490000000000001,0.103,0.0591,0,51267,40,2000,10/31/2000,Hey Sugah - Interlude
12195,Kool & the Gang,[777210],0.8270000000000001,0.643,0.938,122.373,-7.806,1,11,0.012,0.00239,0.0365,0.0455,0,246293,40,1999,3/1/1999,Misled
12198,Jill Scott,[845662],0.378,0.895,0.534,78.857,-2.891,0,11,0.228,2.61e-06,0.7509999999999999,0.377,1,530867,40,1999,11/2/1999,You Got Me (Featuring Jill Scott) - Live / ****
12206,Janet Jackson,[208774],0.68,0.835,0.35,123.097,-6.19,0,11,5.18e-05,0.6709999999999999,0.13,0.0445,0,275493,40,1993,5/18/1993,Throb
12207,Fontella Bass,[179764],0.5529999999999999,0.563,0.82,90.632,-10.55,1,8,0.355,0.00175,0.626,0.0824,0,224360,40,1966,1/1/1966,Our Day Will Come
12216,Ne-Yo,[846634],0.526,0.6559999999999999,0.192,177.773,-4.638,1,11,0.188,0.0,0.14800000000000002,0.0527,0,249693,40,2008,1/1/2008,Part Of The List
12228,James Brown,[128099],0.8390000000000001,0.55,0.7,96.656,-12.725,1,0,0.105,0.000443,0.0652,0.0501,0,274000,40,1987,1/1/1987,Papa Don't Take No Mess - Pt. *
12244,Danny & the Juniors,[674163],0.605,0.8109999999999999,0.96,92.618,-7.305,1,7,0.268,3.4899999999999995e-05,0.215,0.0279,0,156267,40,2001,7/1/2001,At The Hop
12260,D'Angelo,[134600],0.7959999999999999,0.408,0.688,86.855,-12.268,1,1,0.462,0.0902,0.0993,0.231,0,356000,40,1995,7/3/1995,Jonz In My Bonz
12267,The Cleftones,[73914],0.423,0.423,0.889,203.938,-8.43,1,5,0.696,0.0,0.0812,0.0354,0,179160,40,1990,1990,Can't We Be Sweethearts
12279,Stevie Wonder,[622805],0.624,0.358,0.418,72.84100000000002,-17.456,0,0,0.715,1.25e-05,0.0862,0.0814,0,242333,40,1979,10/30/1979,Send One Your Love
12283,The Spinners,[578141],0.471,0.603,0.622,168.604,-6.544,1,2,0.655,0.0,0.0553,0.204,0,328867,40,1974,1974,Sadie
12312,Jon Secada,"[258882, 792839]",0.53,0.378,0.192,108.081,-10.62,1,0,0.468,9.94e-06,0.222,0.0258,0,251373,40,1995,1/1/1995,"If I Never Knew You - End ***** / From ""Pocahontas"" / Soundtrack Version"
12322,The Impressions,[82013],0.451,0.654,0.523,81.187,-7.693,0,3,0.0561,0.0,0.505,0.0477,0,172813,40,1968,1968,Fool for You
12331,Phyllis Hyman,[333447],0.495,0.269,0.232,77.685,-14.086,1,9,0.792,3.91e-06,0.307,0.028,0,291560,40,1976,1976,Old Friend - Remastered
12333,Sam Cooke,[238115],0.35100000000000003,0.321,0.315,146.903,-12.563,0,4,0.755,6.47e-06,0.14,0.0404,0,200733,40,1963,Aug-63,Trouble *****
12342,The Cleftones,[73914],0.423,0.423,0.889,203.938,-8.43,1,5,0.696,0.0,0.0812,0.0354,0,179160,40,1990,1990,Can't We Be Sweethearts
12349,Ike & Tina Turner,[94224],0.362,0.6829999999999999,0.43,80.738,-7.301,1,3,0.452,4.54e-05,0.124,0.0392,0,220467,40,1991,1/1/1991,River **** - Mountain High - Remastered Version ****
12361,Nate Dogg,[373592],0.6809999999999999,0.879,0.5579999999999999,85.711,-4.029,0,0,0.0168,3.65e-06,0.309,0.0627,1,252173,40,1998,1998,Hardest Man in Town
12366,Hot Chocolate,[267814],0.7490000000000001,0.779,0.8440000000000001,109.429,-5.7860000000000005,1,7,0.18,0.0993,0.0538,0.0845,0,228173,40,1976,1976,You Could've Been a Lady
12390,Michael Jackson,[467203],0.8270000000000001,0.805,0.674,109.348,-7.042000000000002,1,1,0.0216,2.27e-05,0.195,0.0914,0,261133,40,1982,11/30/1982,P.Y.T. (Pretty Young Thing) **** with will.i.am (with will.i.am) - Thriller **** Anniversary Remix feat. willi.i.am
12400,Cymande,[147294],0.67,0.5720000000000001,0.27,100.067,-11.748,1,10,0.391,0.12,0.12,0.0889,0,280560,40,1972,1972,Listen
12406,Keri Hilson,[664272],0.6609999999999999,0.584,0.0949,159.873,-5.09,1,1,0.00293,4.82e-06,0.134,0.061,1,248067,40,2008,1/1/2008,Turnin Me On - Original Dirty
12409,The Dells,[147200],0.589,0.61,0.632,153.137,-10.187,1,0,0.0823,3.61e-06,0.6579999999999999,0.0817,0,370493,40,1995,1/1/1995,A Heart Is A House For Love
12410,Archie Bell & the Drells,[502398],0.703,0.65,0.7020000000000001,98.118,-9.211,1,7,0.17,0.0048200000000000005,0.191,0.0988,0,417480,40,1979,1979,Strategy
12411,Otis Redding,[414251],0.667,0.388,0.925,204.237,-11.035,1,6,0.14800000000000002,0.392,0.132,0.0529,0,149667,40,1968,2/23/1968,Don't Mess with *****
12417,James Brown,[128099],0.667,0.519,0.604,99.526,-14.37,1,0,0.329,0.421,0.0478,0.0675,0,553533,40,1986,8/25/1986,Funky ******* - Pt. * & *
12432,Raheem DeVaughn,[863733],0.622,0.312,0.518,123.821,-7.834,0,3,0.493,0.0,0.14400000000000002,0.049,0,312920,39,2005,2005,Believe
12437,Dru Hill,[167361],0.691,0.397,0.584,62.127,-6.257999999999999,1,9,0.113,0.0,0.184,0.0655,0,275267,39,1998,1/1/1998,You Are Everything
12441,Vicki Sue Robinson,[202344],0.7070000000000001,0.8640000000000001,0.8220000000000001,131.24200000000002,-7.54,0,6,0.445,0.0,0.366,0.07200000000000001,0,204653,39,1976,2/1/1976,"Turn the Beat Around - 7"" Single Edit"
12457,Michael Jackson,[467203],0.231,0.273,0.118,101.984,-11.584,1,0,0.748,1.7199999999999998e-05,0.145,0.031,0,288427,39,1982,11/30/1982,******* in the Dark
12483,The Shirelles,[418981],0.7390000000000001,0.743,0.922,111.07,-5.926,0,7,0.452,0.0,0.331,0.0321,0,137293,39,1963,1963,Foolish Little ****
12488,Little Anthony & the Imperials,[308871],0.5820000000000001,0.272,0.355,104.711,-16.44,1,0,0.879,1.06e-06,0.121,0.0278,0,150800,39,2005,9/20/2005,I'm Still in Love with You
12504,Bill Withers,[78044],0.726,0.5479999999999999,0.855,84.45100000000002,-15.844,1,7,0.129,0.0759,0.0598,0.0479,0,208573,39,1985,5/25/1985,We Could Be Sweet Lovers
12508,The Meters,[402872],0.76,0.603,0.973,98.782,-11.751,1,0,0.0962,0.109,0.057,0.0619,0,247000,39,2005,3/29/2005,Fire on the Bayou - Remastered Album Version
12513,Whitney Houston,[820434],0.481,0.564,0.359,149.763,-5.6160000000000005,0,0,0.706,0.0,0.446,0.0453,0,249267,39,2000,5/16/2000,You Give Good Love
12522,Jaheim,[782163],0.537,0.337,0.605,105.367,-8.117,1,4,0.224,0.0,0.107,0.0728,1,266320,39,2007,12/18/2007,Never
12534,Zapp,[596451],0.8909999999999999,0.446,0.8320000000000001,104.94,-12.784,0,5,0.0671,3.59e-06,0.157,0.0602,0,255467,39,1993,9/28/1993,"Heartbreaker (Pt. I, Pt. II)"
12536,SWV,[498987],0.532,0.527,0.503,143.844,-10.009,1,1,0.412,0.0104,0.103,0.0342,0,273333,39,1997,7/29/1997,When U Cry
12542,Tina Turner,[597309],0.688,0.605,0.969,149.93200000000004,-14.966,1,4,0.481,0.00154,0.0663,0.0479,0,280027,39,1986,1/10/1986,********* Sensation
12545,T-Pain,"[258000, 933458]",0.8170000000000001,0.402,0.463,104.911,-8.045,1,8,0.054000000000000006,0.0,0.219,0.091,0,238800,39,2007,6/5/2007,Bartender (feat. Akon)
12549,Smokey Robinson,[821571],0.583,0.7190000000000001,0.905,118.671,-7.08,0,9,0.7490000000000001,1.17e-05,0.18,0.0905,0,228547,39,1975,3/26/1975,Baby That's Backatcha
12550,Patrice Rushen,[743968],0.7959999999999999,0.901,0.961,114.417,-7.171,0,0,0.151,0.764,0.0409,0.0363,0,408142,39,1982,1982,"Number One - ** "" Version"
12552,Mariah Carey,[262255],0.669,0.534,0.652,81.89399999999998,-6.6789999999999985,1,7,0.449,0.0,0.113,0.13,0,210760,39,2005,1/1/2005,Circles
12554,Marvin Gaye,[316834],0.275,0.226,0.156,81.55,-16.162,1,3,0.6459999999999999,1.29e-05,0.14,0.0363,0,264787,39,1973,8/28/1973,Just To Keep You Satisfied
12583,Sam Cooke,[238115],0.464,0.727,0.877,136.131,-8.32,1,10,0.753,0.0,0.403,0.0561,0,140667,39,1962,Apr-62,A Whole Lotta Woman
12590,The Blues Brothers,[47421],0.422,0.944,0.5479999999999999,180.943,-6.081,1,3,0.473,0.00281,0.131,0.389,0,205160,39,1978,11/1/1978,"Flip, Flop & Fly - Live"
12591,Erykah Badu,[170770],0.601,0.418,0.574,107.63,-14.984000000000002,1,2,0.0361,1.4800000000000002e-05,0.105,0.271,0,135400,39,1997,1/1/1997,Reprise - Live Version
12593,Mary J. Blige,[376204],0.581,0.581,0.573,82.54899999999998,-9.976,0,10,0.103,2.44e-05,0.0448,0.0379,0,302467,39,1994,1/1/1994,Mary's Joint
12611,K.P. & Envyi,[1606776],0.769,0.636,0.836,136.709,-7.167999999999998,1,5,0.119,5.9e-06,0.0448,0.0443,0,248627,39,1998,5/26/1998,Swing My Way - Remix
12631,Bill Withers,[78044],0.7240000000000001,0.643,0.645,84.44,-14.235,0,3,0.29600000000000004,0.000297,0.225,0.0583,0,345600,39,1985,5/25/1985,Steppin' Right Along
12635,Teddy Pendergrass,[20278],0.536,0.301,0.312,66.89699999999999,-13.38,1,2,0.632,0.0013800000000000002,0.12,0.0475,0,321093,39,1981,9/2/1981,"You're My Latest, My Greatest Inspiration"
12674,Solomon Burke,[31067],0.677,0.298,0.875,142.031,-12.724,0,2,0.653,6.24e-05,0.121,0.0471,0,174333,39,2000,7/16/2000,I'll Be *******
12701,Tina Turner,[597309],0.688,0.605,0.969,149.93200000000004,-14.966,1,4,0.481,0.00154,0.0663,0.0479,0,280027,39,1986,1/10/1986,********* Sensation
12713,The Staple Singers,[577235],0.846,0.521,0.7759999999999999,101.653,-10.821,1,0,0.096,4.12e-06,0.0919,0.0481,0,195293,39,2008,1/1/2008,I'll Take You There
12717,Barry White,[149044],0.636,0.446,0.7340000000000001,87.596,-12.009,0,5,0.0724,8.53e-05,0.0733,0.0378,0,250453,39,1973,4/1/1973,I'm Gonna Love You Just A Little More Baby - Single Version
12739,T-Pain,"[258000, 933458]",0.8170000000000001,0.402,0.463,104.911,-8.045,1,8,0.054000000000000006,0.0,0.219,0.091,0,238800,39,2007,6/5/2007,Bartender (feat. Akon)
12744,Luther Vandross,[208076],0.439,0.301,0.5529999999999999,153.866,-16.444000000000006,1,0,0.639,4.53e-05,0.231,0.069,0,282547,39,1982,9/21/1982,Promise Me
12748,Akon,[933458],0.903,0.415,0.8029999999999999,100.036,-4.561,0,9,0.0587,0.0,0.0754,0.0963,1,221160,39,2004,1/1/2004,"Baby, I'm Back"
12768,Marvin Gaye,"[316834, 164093]",0.7879999999999999,0.52,0.8690000000000001,122.849,-11.92,0,5,0.695,1.15e-05,0.0743,0.0869,0,146227,39,1967,8/29/1967,If I Could Build My Whole World Around You
12778,The Blues Brothers,[47421],0.6579999999999999,0.94,0.532,144.662,-6.659,1,2,0.0679,0.004070000000000001,0.982,0.16899999999999998,0,174493,39,1980,12/1/1980,Do You Love Me: ****** Popcorn (You Got to Have a ****** for Me)
12784,Diana Ross,[594665],0.311,0.6990000000000001,0.546,96.348,-8.945,0,0,0.418,0.00177,0.24,0.0405,0,380173,39,1970,6/19/1970,Ain't No Mountain High Enough - Single Version
12802,Marvin Gaye,[316834],0.674,0.5329999999999999,0.825,93.308,-10.016,0,10,0.7659999999999999,0.0835,0.124,0.0291,0,178347,39,1971,5/21/1971,Inner City ***** (Make Me Wanna Holler) - Mono Single Version
12823,Marvin Gaye,[316834],0.6859999999999999,0.35200000000000004,0.502,107.129,-12.327,0,9,0.767,0.0185,0.0992,0.0323,0,228800,39,1972,12/8/1972,Trouble Man
12843,Donell Jones,[987777],0.647,0.31,0.255,134.10399999999998,-8.979,1,10,0.0393,5.54e-06,0.0446,0.0299,0,258000,39,1999,5/29/1999,I Wanna Luv U
12850,Billy Ocean,[89058],0.8809999999999999,0.8290000000000001,0.8140000000000001,115.418,-5.968,0,9,0.264,0.00063,0.127,0.122,0,282200,39,1981,1981,****** (Feel Like Gettin' Down)
12856,Keith Sweat,[767016],0.561,0.523,0.501,122.274,-12.646,0,7,0.045,0.0,0.319,0.0412,0,346320,39,1987,1987,In the Rain
12857,Syreeta,[1190],0.5529999999999999,0.67,0.645,116.397,-8.494,0,7,0.507,0.000458,0.12,0.0743,0,363013,39,1972,6/1/1972,To Know You Is To Love You - Unfaded Album Mix
12875,Ann Peebles,[921002],0.777,0.457,0.8540000000000001,99.646,-11.894,1,0,0.0621,0.000265,0.13699999999999998,0.0333,0,174973,39,1971,1971,Part Time Love
12888,Trey Songz,[128143],0.55,0.588,0.335,82.476,-6.106,1,7,0.16699999999999998,0.0,0.336,0.0451,0,178547,39,2009,8/31/2009,Does He Do It
12913,The Gap Band,[73383],0.7829999999999999,0.731,0.599,108.813,-12.755999999999998,1,7,0.181,2.45e-06,0.159,0.067,0,315360,39,1980,12/8/1980,*******
12932,Billy Ocean,[89058],0.775,0.897,0.741,107.107,-6.004,0,6,0.0909,0.000154,0.0732,0.0551,0,317213,39,1984,9/12/1984,Loverboy
12934,Ray Charles,[46861],0.743,0.519,0.863,97.763,-10.481,1,8,0.807,0.00228,0.0611,0.0685,0,142573,39,1958,1958,Swanee River Rock (Talkin' 'Bout That River)
12942,Donna Summer,[661524],0.81,0.602,0.964,122.952,-15.674,0,0,0.00426,0.327,0.092,0.0363,0,198093,39,1979,10/15/1979,"Try Me, I Know We Can Make It - Edit"
12947,Donny Hathaway,[182360],0.412,0.333,0.447,78.875,-15.88,1,1,0.7020000000000001,0.008159999999999999,0.7020000000000001,0.049,0,271667,39,1972,1972,You've Got a Friend - Live
12953,Marvin Gaye,[316834],0.605,0.561,0.616,105.346,-10.951,1,10,0.11,3.15e-06,0.0582,0.0706,0,145093,39,1968,8/26/1968,You
12954,Jill Scott,[845662],0.731,0.322,0.408,161.911,-11.943,1,9,0.445,0.000241,0.149,0.184,0,161533,39,2000,7/18/2000,Honey ********
12957,Ralph Tresvant,[330453],0.677,0.3720000000000001,0.501,137.273,-15.398,0,11,0.508,0.000129,0.168,0.0413,0,343640,39,1990,1/1/1990,Do What I Gotta Do
12967,Isaac Hayes,[101946],0.56,0.491,0.741,181.874,-12.031,0,5,0.149,0.0503,0.158,0.0354,0,574733,39,1969,1969,Hyperbolicsyllablecsesquedalymistic - Album - Remaster
12984,The Meters,[402872],0.68,0.77,0.962,114.224,-12.349,0,5,0.269,0.737,0.17,0.0389,0,160427,39,1969,1969,Live Wire
12998,Lee Dorsey,[814898],0.809,0.324,0.84,84.809,-17.622,1,9,0.247,0.00586,0.108,0.125,0,161333,39,1993,2/23/1993,Occapella
13001,Ginuwine,[662797],0.77,0.433,0.556,117.129,-8.566,0,3,0.361,0.0,0.0668,0.102,0,349760,39,1996,10/8/1996,Only When ur Lonely
13003,Sam Cooke,[238115],0.597,0.64,0.823,92.422,-7.7189999999999985,1,9,0.588,0.0,0.526,0.0427,0,171827,39,1963,Aug-63,Little Red Rooster
13022,Kool & the Gang,[777210],0.7040000000000001,0.8540000000000001,0.616,119.84,-7.9860000000000015,0,11,0.0911,0.0398,0.111,0.0511,0,524067,39,1976,1/1/1976,Open Sesame - Original *** Extended Version
13028,Chuck Jackson,[103033],0.376,0.504,0.625,140.79399999999995,-9.454,1,0,0.368,1.72e-06,0.162,0.0372,0,139533,39,1972,1972,I Don't Want To Cry
13043,The Meters,[402872],0.7979999999999999,0.602,0.446,120.522,-12.921,1,9,0.222,0.784,0.29600000000000004,0.0379,0,199840,39,1974,1974,Loving You Is on My Mind
13045,R. Kelly,[319347],0.72,0.32299999999999995,0.332,137.931,-8.741,0,3,0.0585,2.01e-06,0.054000000000000006,0.041,0,355093,38,2000,11/7/2000,A Woman's Threat
13056,The Stylistics,[567624],0.591,0.487,0.45,81.84100000000002,-9.055,0,8,0.682,0.0004,0.21,0.0236,0,272400,38,1973,10/23/1973,Payback Is A ***
13094,The Shirelles,[418981],0.444,0.8170000000000001,0.47,152.289,-8.479,1,2,0.6459999999999999,2.93e-06,0.454,0.0976,0,187173,38,1972,4/1/1972,Brother Brother
13100,The Cleftones,[73914],0.441,0.589,0.961,199.729,-8.845,1,8,0.446,0.0,0.155,0.0751,0,192107,38,1990,1990,Little **** of Mine
13122,The Jackson 5,[83013],0.6859999999999999,0.939,0.7979999999999999,90.653,-5.622000000000001,0,9,0.226,0.0,0.0288,0.122,0,169440,38,1972,5/23/1972,Little Bitty Pretty One
13126,War,[191947],0.815,0.6759999999999999,0.991,139.764,-9.68,1,0,0.0825,0.662,0.0508,0.047,0,191333,38,2003,1/1/2003,Low Rider
13139,Missy Elliott,[502371],0.888,0.421,0.6,89.98100000000002,-8.894,1,1,0.125,0.0,0.465,0.218,1,272333,38,2002,11/11/2002,********
13140,Roberta Flack,[290072],0.329,0.0222,0.07200000000000001,91.249,-25.0,1,9,0.975,0.00034500000000000004,0.0717,0.0323,0,247227,38,1971,1971,Will You Still Love Me Tomorrow
13157,Whitney Houston,[820434],0.642,0.74,0.905,174.68599999999995,-9.257,1,6,0.0635,2.09e-06,0.125,0.0382,0,259667,38,1987,6/2/1987,Love Is a Contact Sport
13195,James Brown,[128099],0.7509999999999999,0.7559999999999999,0.775,113.909,-10.363,1,0,0.0013,0.00368,0.053,0.0361,0,282240,38,1990,6/20/1990,"Living in America - From ""Rocky IV"" Soundtrack"
13199,Chic,[92942],0.8690000000000001,0.503,0.914,112.664,-12.804,1,2,0.0818,0.00837,0.187,0.0479,0,486187,38,1979,7/30/1979,Good Times - **** Remaster
13201,Odyssey,[399437],0.591,0.775,0.7759999999999999,112.587,-9.744,1,7,0.376,0.0,0.387,0.07200000000000001,0,233107,38,1982,5/1/1982,Inside Out - Single Mix
13203,The Miracles,[503668],0.638,0.488,0.735,118.223,-9.308,1,0,0.4320000000000001,0.0,0.14800000000000002,0.0298,0,171627,38,1965,1/1/1965,You Really Got A Hold On Me
13208,Blackstreet,[49774],0.7609999999999999,0.542,0.307,120.057,-6.115,1,1,0.121,0.0,0.112,0.0385,0,300533,38,1996,9/9/1996,Never Gonna Let You Go
13212,Janet Jackson,[208774],0.7559999999999999,0.332,0.602,134.431,-10.437,0,8,0.141,0.000164,0.112,0.0607,0,294840,38,1997,10/7/1997,Anything
13228,Cymande,[147294],0.614,0.665,0.84,98.795,-9.719,1,7,0.0102,2.2e-05,0.085,0.0404,0,210600,38,1972,1972,Zion I
13247,Bell Biv DeVoe,[127063],0.841,0.601,0.809,111.87,-9.479,0,6,0.00203,0.00233,0.633,0.201,0,261627,38,2000,1/1/2000,Poison
