,influencer_id,influencer_name,influencer_main_genre,influencer_active_start
9767,121318,Chris Squire,Pop/Rock,1960
9770,254556,Roger Waters,Pop/Rock,1960
9776,239827,John Mayer,Pop/Rock,1990
9817,173487,Joey Ramone,Pop/Rock,1970
9821,320426,Tsunami Bomb,Pop/Rock,2000
9824,421315,The Rezillos,Pop/Rock,1970
9852,275386,Jerry Garcia Band,Pop/Rock,1970
9905,793022,Cock Sparrer,Pop/Rock,1970
9995,940831,Captain & Tennille,Pop/Rock,1970
10005,480086,Modest Mouse,Pop/Rock,1990
10044,930722,Timi Yuro,Pop/Rock,1960
10158,249303,Wet Willie,Pop/Rock,1970
10161,314372,Sea Level,Pop/Rock,1970
10239,489209,The dB's,Pop/Rock,1970
10242,610339,Toad the Wet Sprocket,Pop/Rock,1980
10360,943827,Cake,Pop/Rock,1990
10386,112204,Crimson Glory,Pop/Rock,1980
10413,287350,Mark Lanegan,Pop/Rock,1980
10448,648407,Candlemass,Pop/Rock,1980
10462,689367,Yngwie Malmsteen,Pop/Rock,1980
10480,633078,Bruce Hornsby,Pop/Rock,1980
10501,46381,Berlin,Pop/Rock,1980
10503,898275,Missing Persons,Pop/Rock,1980
10540,301404,Rick Derringer,Pop/Rock,1960
10541,392553,Ram Jam,Pop/Rock,1970
10608,449578,Miami Sound Machine,Pop/Rock,1980
10618,262794,Hootie & the Blowfish,Pop/Rock,1980
10624,947563,Gin Blossoms,Pop/Rock,1980
10630,240923,Sam Phillips,Pop/Rock,1980
10717,12877,Stealers Wheel,Pop/Rock,1970
10731,588112,Ace,Pop/Rock,1970
10743,163570,Ben Lee,Pop/Rock,1990
10747,414745,Nils Lofgren,Pop/Rock,1960
10789,247545,Robin Guthrie,Pop/Rock,1980
10838,409670,Melanie,Pop/Rock,1960
10958,97786,BoySetsFire,Pop/Rock,1990
10966,282800,Rites of Spring,Pop/Rock,1980
10970,636394,Strung Out,Pop/Rock,1990
10976,850693,Jets to Brazil,Pop/Rock,1990
11006,763341,Bill Justis,Pop/Rock,1950
11043,127451,Jackie DeShannon,Pop/Rock,1950
11073,96576,Interpol,Pop/Rock,1990
11081,324646,Ned's Atomic Dustbin,Pop/Rock,1980
11082,475980,The Monochrome Set,Pop/Rock,1980
11093,863102,Neutral Milk Hotel,Pop/Rock,1990
11140,339905,Jesse Winchester,Pop/Rock,1970
11205,958768,World Party,Pop/Rock,1980
11212,31022,Jim Morrison,Pop/Rock,1960
11221,771269,Bono,Pop/Rock,1980
11250,298225,Poison the Well,Pop/Rock,1990
11258,781350,Lamb of God,Pop/Rock,1990
11259,787702,The Dillinger Escape Plan,Pop/Rock,1990
11270,99449,Cornelius,Pop/Rock,1990
11298,97491,Kittie,Pop/Rock,1990
11303,261087,Life of Agony,Pop/Rock,1980
11304,363100,Prong,Pop/Rock,1980
11314,786360,D.R.I.,Pop/Rock,1980
11357,222974,MDC,Pop/Rock,1980
11366,654543,Cap'n Jazz,Pop/Rock,1990
11369,924780,Anti-Flag,Pop/Rock,1980
11380,125528,Laid Back,Pop/Rock,1970
11382,139741,Frankie Goes to Hollywood,Pop/Rock,1980
11388,797670,Divine,Pop/Rock,1970
11415,918600,The Style Council,Pop/Rock,1980
11417,948061,Gino Vannelli,Pop/Rock,1970
11471,87922,The Juliana Theory,Pop/Rock,1990
11474,771792,Killswitch Engage,Pop/Rock,1990
11499,337119,Phil Collins,Pop/Rock,1970
11520,185810,John Foxx,Pop/Rock,1970
11529,611929,Tom Tom Club,Pop/Rock,1980
11535,947576,Gina X Performance,Pop/Rock,1970
11541,784766,Clan of Xymox,Pop/Rock,1980
11544,165162,Gentle Giant,Pop/Rock,1970
11549,943268,Camel,Pop/Rock,1970
11561,933809,Tom Verlaine,Pop/Rock,1970
11621,279141,Ritchie Valens,Pop/Rock,1950
11737,319945,Peter Criss,Pop/Rock,1960
11753,524050,Bryan Ferry,Pop/Rock,1970
11798,785357,James McMurtry,Pop/Rock,1980
11841,516202,Brian Hyland,Pop/Rock,1960
11842,532487,David Cassidy,Pop/Rock,1950
11922,187162,Flipper,Pop/Rock,1970
11955,834466,Roger McGuinn,Pop/Rock,1960
11976,825387,Hothouse Flowers,Pop/Rock,1980
12009,48587,Blancmange,Pop/Rock,1980
12033,5501,System of a Down,Pop/Rock,1990
12034,329883,RX Bandits,Pop/Rock,2000
12043,131038,Spoon,Pop/Rock,1990
12044,798113,Elvis Costello & the Attractions,Pop/Rock,1970
12051,26193,Andrew Bird,Pop/Rock,1990
12088,846092,Phosphorescent,Pop/Rock,2000
12089,849246,Jim Ford,Pop/Rock,1960
12167,668127,Godhead,Pop/Rock,1990
12203,756772,Angelic Upstarts,Pop/Rock,1970
12271,50034,Gary Moore,Pop/Rock,1970
12272,67539,Billy Gibbons,Pop/Rock,1960
12497,171994,Joe South,Pop/Rock,1950
12598,35464,Maria Muldaur,Pop/Rock,1960
12601,118664,Basia,Pop/Rock,1980
12633,31324,Sodom,Pop/Rock,1980
12880,807028,Duane Allman,Pop/Rock,1960
13057,3669,Southern Culture on the Skids,Pop/Rock,1980
13076,988655,Donna the Buffalo,Pop/Rock,1980
13109,792018,East 17,Pop/Rock,1990
13138,796736,Elvin Bishop,Pop/Rock,1960
13162,195305,Focus,Pop/Rock,1960
13172,655273,Ginger Baker,Pop/Rock,1950
13291,575379,The Vaselines,Pop/Rock,1980
13298,186096,Voivod,Pop/Rock,1980
13300,255347,Savatage,Pop/Rock,1980
13303,420504,Overkill,Pop/Rock,1980
13311,957340,Helloween,Pop/Rock,1980
13353,743760,Alien Sex Fiend,Pop/Rock,1980
13382,118384,Comus,Pop/Rock,1960
13446,86826,Irene Cara,Pop/Rock,1960
13467,391003,Norman Greenbaum,Pop/Rock,1960
13471,768231,Ian Matthews,Pop/Rock,1960
13472,946563,Ghost,Pop/Rock,1980
13483,120615,Joe Brown,Pop/Rock,1970
13498,126048,The Fabulous Thunderbirds,Pop/Rock,1970
13506,601079,Eros Ramazzotti,Pop/Rock,1980
13622,884686,Norah Jones,Pop/Rock,2000
13770,335302,Mayhem,Pop/Rock,1980
13802,808212,Charlie Sexton,Pop/Rock,1980
13825,254215,Wilco,Pop/Rock,1990
13826,280960,Lone Justice,Pop/Rock,1980
13828,381371,Neko Case,Pop/Rock,1990
13860,117064,Connie Francis,Pop/Rock,1950
13902,126782,Lambchop,Pop/Rock,1990
13908,660053,Grandaddy,Pop/Rock,1990
13913,775323,Chris Isaak,Pop/Rock,1980
13937,178645,Altered Images,Pop/Rock,1980
13943,838875,Scritti Politti,Pop/Rock,1970
13954,574143,moe.,Pop/Rock,1990
14065,300035,Judge,Pop/Rock,1980
14106,125822,Exodus,Pop/Rock,1980
14117,217963,John D. Loudermilk,Pop/Rock,1950
14183,93849,Black Oak Arkansas,Pop/Rock,1970
14230,129637,Crass,Pop/Rock,1970
14242,116087,Leatherface,Pop/Rock,1980
14261,45475,Steve Vai,Pop/Rock,1980
14271,400279,Randy Rhoads,Pop/Rock,1970
14340,927650,Tiffany,Pop/Rock,1980
14441,771470,Boy George,Pop/Rock,1980
14473,644880,David Crosby,Pop/Rock,1960
14475,752673,Steve Forbert,Pop/Rock,1970
14516,950441,Go West,Pop/Rock,1980
14551,765900,Keith Emerson,Pop/Rock,1960
14616,597875,Adriano Celentano,Pop/Rock,1960
14690,775406,Chris Cornell,Pop/Rock,1980
14750,621423,Alejandro Escovedo,Pop/Rock,1970
14754,808336,Ryan Adams,Pop/Rock,1990
14756,951375,Damien Jurado,Pop/Rock,1990
14759,290853,Richard Ashcroft,Pop/Rock,1990
14785,1233067,Danny Thompson,Pop/Rock,1960
14787,98278,Keith Relf,Pop/Rock,1960
14847,751623,Paul Stanley,Pop/Rock,1970
14854,62270,Bobby Rydell,Pop/Rock,1950
14856,186390,Donny Osmond,Pop/Rock,1960
14859,620578,Tommy Sands,Pop/Rock,1950
14956,524522,Joan Osborne,Pop/Rock,1990
14987,296802,Lisa Loeb,Pop/Rock,1980
15002,926237,Third Eye Blind,Pop/Rock,1990
15003,936095,Tonic,Pop/Rock,1990
15025,790078,Fad Gadget,Pop/Rock,1970
15211,852810,Pop Will Eat Itself,Pop/Rock,1980
15249,491802,The Records,Pop/Rock,1970
15259,762177,The Feelies,Pop/Rock,1970
15323,194743,Grace Slick,Pop/Rock,1960
15345,426564,Ozomatli,Pop/Rock,1990
15475,80118,Kevin Ayers,Pop/Rock,1960
15554,221445,Machine Head,Pop/Rock,1990
15642,77732,Bobby Vee,Pop/Rock,1950
15678,25394,Trio,Pop/Rock,1980
15693,263852,Dion & the Belmonts,Pop/Rock,1950
15718,147316,Le Tigre,Pop/Rock,1990
15749,287407,Jessica Simpson,Pop/Rock,1990
15754,673933,Mandy Moore,Pop/Rock,1990
15785,62860,Blue Rodeo,Pop/Rock,1980
15811,316611,Marvelous 3,Pop/Rock,1990
15815,574102,Dashboard Confessional,Pop/Rock,1990
15929,614982,Brand X,Pop/Rock,1970
15981,20862,Paul Collins,Pop/Rock,1970
16131,669303,Golden Earring,Pop/Rock,1960
16222,919846,54-40,Pop/Rock,1980
16237,168993,Elf,Pop/Rock,1970
16277,166291,Eagle-Eye Cherry,Pop/Rock,1990
16371,647834,George Thorogood,Pop/Rock,1970
16392,198302,The Dream Syndicate,Pop/Rock,1980
16407,931567,Titus Turner,Pop/Rock,1950
16558,861757,David Foster,Pop/Rock,1970
16601,123754,Christopher Cross,Pop/Rock,1970
16605,459616,Michael McDonald,Pop/Rock,1970
16606,585896,The Wallflowers,Pop/Rock,1990
16610,1006765,Rodriguez,Pop/Rock,1960
16618,33666,Supertramp,Pop/Rock,1970
16774,219655,Little River Band,Pop/Rock,1970
16837,6310,Semisonic,Pop/Rock,1990
16873,208997,Rita Coolidge,Pop/Rock,1960
16947,32433,Texas,Pop/Rock,1980
17007,679219,Dave Alvin,Pop/Rock,1970
17019,341672,No Doubt,Pop/Rock,1980
17025,956268,Wilson Phillips,Pop/Rock,1980
17056,38291,Sneaky Pete Kleinow,Pop/Rock,1970
17059,111963,Chris Whitley,Pop/Rock,1980
17084,198922,Esquerita,Pop/Rock,1950
17088,320442,Racer X,Pop/Rock,1980
17520,97949,The International Submarine Band,Pop/Rock,1960
17755,144538,Curved Air,Pop/Rock,1970
17860,639056,Bush,Pop/Rock,1990
18002,757177,The Blasters,Pop/Rock,1970
18017,923801,The Young Rascals,Pop/Rock,1960
18072,227697,Robbie Williams,Pop/Rock,1990
18106,482572,The West Coast Pop Art Experimental Band,Pop/Rock,1960
18125,605965,Atlanta Rhythm Section,Pop/Rock,1970
18245,927373,Adolescents,Pop/Rock,1980
18276,170879,Fall Out Boy,Pop/Rock,2000
18283,670226,The Killers,Pop/Rock,2000
18326,800926,Emitt Rhodes,Pop/Rock,1960
18367,217792,Ringo Starr,Pop/Rock,1950
18427,746915,Paul Carrack,Pop/Rock,1970
18489,80649,The Libertines,Pop/Rock,2000
18491,216212,John Cooper Clarke,Pop/Rock,1970
18593,130036,"Crosby, Stills, Nash & Young",Pop/Rock,1960
18595,133528,Jo Jo Gunne,Pop/Rock,1970
18624,57497,B-Movie,Pop/Rock,1970
18628,355412,Placebo,Pop/Rock,1990
18719,28002,Shinedown,Pop/Rock,2000
18720,178799,Staind,Pop/Rock,1990
18724,923323,3 Doors Down,Pop/Rock,1990
18760,128266,Country Joe & the Fish,Pop/Rock,1960
18816,355555,Nitzer Ebb,Pop/Rock,1980
18829,856451,Naked Eyes,Pop/Rock,1980
18856,168110,Downset,Pop/Rock,1990
18858,289599,Linkin Park,Pop/Rock,1990
18911,10982,All,Pop/Rock,1980
18915,75394,Bad Manners,Pop/Rock,1980
18958,843106,Peter Sarstedt,Pop/Rock,1950
19016,168256,Eva Cassidy,Pop/Rock,1980
19189,250976,Low,Pop/Rock,1990
19362,600640,Tindersticks,Pop/Rock,1990
19363,620603,Edwyn Collins,Pop/Rock,1980
19381,614455,The Brian Jonestown Massacre,Pop/Rock,1990
19427,354883,Poe,Pop/Rock,1990
19477,574119,Sugar Ray,Pop/Rock,1990
19485,371879,Pure Prairie League,Pop/Rock,1970
19614,948333,Haircut 100,Pop/Rock,1980
19646,143749,fIREHOSE,Pop/Rock,1980
19698,98944,Kix,Pop/Rock,1970
19834,285693,Robert Gordon,Pop/Rock,1970
19839,7305,Tony Levin,Pop/Rock,1970
19855,405522,The Mothers of Invention,Pop/Rock,1960
19860,502978,Oysterhead,Pop/Rock,2000
19898,762990,The Chantays,Pop/Rock,1960
20038,681154,Yeah Yeah Yeahs,Pop/Rock,2000
20041,762885,Avril Lavigne,Pop/Rock,2000
20043,804431,Dropkick Murphys,Pop/Rock,1990
20117,1839912,Ugly Casanova,Pop/Rock,2000
20130,26825,Paula Cole,Pop/Rock,1990
20194,151549,Belinda Carlisle,Pop/Rock,1980
20196,194246,Garbage,Pop/Rock,1990
20197,365542,Katrina & the Waves,Pop/Rock,1980
20201,785101,Bananarama,Pop/Rock,1980
20252,385180,Masters of Reality,Pop/Rock,1980
20262,747243,Trouble,Pop/Rock,1980
20374,333181,Ronnie Self,Pop/Rock,1950
20438,184471,Unsane,Pop/Rock,1980
20467,105129,Collective Soul,Pop/Rock,1990
20469,120412,Cowboy Mouth,Pop/Rock,1990
20481,745568,Seven Mary Three,Pop/Rock,1990
20555,153915,Duncan Sheik,Pop/Rock,1990
20563,796281,Five for Fighting,Pop/Rock,1990
20611,123363,Converge,Pop/Rock,1990
20754,611104,Atomic Kitten,Pop/Rock,1990
20758,888484,Michelle Branch,Pop/Rock,1990
20759,956973,Hilary Duff,Pop/Rock,1990
20806,388972,Material Issue,Pop/Rock,1980
20808,739041,Fountains of Wayne,Pop/Rock,1990
20998,121746,Cornershop,Pop/Rock,1990
21175,89305,The Jesus Lizard,Pop/Rock,1980
21176,748262,Shellac,Pop/Rock,1990
21217,16361,Patty Duke,Pop/Rock,1960
21231,180023,Tortoise,Pop/Rock,1990
21308,170228,Tygers of Pan Tang,Pop/Rock,1970
21465,845668,Phil Manzanera,Pop/Rock,1970
21500,387095,Reel Big Fish,Pop/Rock,1990
21504,899223,The Slackers,Pop/Rock,1990
21505,953552,Dance Hall Crashers,Pop/Rock,1990
21512,918290,The Tubes,Pop/Rock,1970
21538,298766,Plastic Bertrand,Pop/Rock,1970
21625,503283,Miracle Legion,Pop/Rock,1980
21678,763611,The Godz,Pop/Rock,1960
21701,411745,The Radiators,Pop/Rock,1970
21825,158540,Gavin DeGraw,Pop/Rock,2000
21827,217641,M. Ward,Pop/Rock,1990
21833,724720,Donavon Frankenreiter,Pop/Rock,2000
21914,280692,Jill Sobule,Pop/Rock,1980
22075,299429,Possessed,Pop/Rock,1980
22165,86927,Kelly Clarkson,Pop/Rock,2000
22171,831733,Lindsay Lohan,Pop/Rock,1980
22196,35864,Shriekback,Pop/Rock,1980
22346,243012,Rockpile,Pop/Rock,1970
22409,836394,Scissor Sisters,Pop/Rock,2000
22410,854854,Rufus Wainwright,Pop/Rock,1990
22578,206465,Type O Negative,Pop/Rock,1980
22657,484607,Millencolin,Pop/Rock,1990
22678,132095,Crucifix,Pop/Rock,1980
22762,921598,Sugar,Pop/Rock,1990
22781,8245,Spanky & Our Gang,Pop/Rock,1960
22788,137401,The Cyrkle,Pop/Rock,1960
22791,562663,Harpers Bizarre,Pop/Rock,1960
22876,329232,New Found Glory,Pop/Rock,1990
22877,480956,Midtown,Pop/Rock,1990
22955,487663,The Pop Group,Pop/Rock,1970
22976,796957,Fifty Foot Hose,Pop/Rock,1960
22999,952834,Mano Negra,Pop/Rock,1980
23034,755496,Silver Jews,Pop/Rock,1990
23173,502774,The Rivieras,Pop/Rock,1950
23183,806822,Joey Dee,Pop/Rock,1960
23187,897322,The Remains,Pop/Rock,1960
23230,342691,Pilot,Pop/Rock,1970
23236,648097,Guadalcanal Diary,Pop/Rock,1980
23285,607094,Toadies,Pop/Rock,1980
23292,810592,Machines of Loving Grace,Pop/Rock,1990
23344,222959,MC 900 Ft. Jesus,Pop/Rock,1980
23489,1777836,Bobby Brown,Pop/Rock,1970
23531,944933,Captain Beyond,Pop/Rock,1970
23628,920117,The Uniques,Pop/Rock,1960
23720,938878,Brownsville Station,Pop/Rock,1960
23758,74857,The Hondells,Pop/Rock,1960
23794,840289,Seaweed,Pop/Rock,1990
23844,961152,Yo-Yo,Pop/Rock,1990
23854,109274,Chris Montez,Pop/Rock,1960
24122,545534,Cannibal Corpse,Pop/Rock,1980
24125,752303,Snapcase,Pop/Rock,1990
24161,854203,Porcupine Tree,Pop/Rock,1980
24246,847970,Piebald,Pop/Rock,1990
24336,840215,Peter Murphy,Pop/Rock,1970
24515,42589,The Beta Band,Pop/Rock,1990
24519,620056,Bright Eyes,Pop/Rock,1990
24524,1113,t.A.T.u.,Pop/Rock,2000
24527,201983,Westlife,Pop/Rock,1990
24530,537444,Busted,Pop/Rock,2000
24569,2006721,The Dead Weather,Pop/Rock,2000
24624,490860,Three Days Grace,Pop/Rock,1990
24635,49797,Steven Tyler,Pop/Rock,1970
24645,288154,Rose Tattoo,Pop/Rock,1970
24708,1498,All That Remains,Pop/Rock,1990
24718,71373,BBMak,Pop/Rock,1990
24747,297839,Sasha,Pop/Rock,1990
24874,224925,Joseph Arthur,Pop/Rock,1990
24956,368578,Puffy AmiYumi,Pop/Rock,1990
25034,847374,Jesse McCartney,Pop/Rock,1990
25035,949780,Hanson,Pop/Rock,1990
25079,616296,Ashlee Simpson,Pop/Rock,2000
25093,101415,Ivy,Pop/Rock,1990
25097,597239,April March,Pop/Rock,1990
25138,347151,Jewel,Pop/Rock,1990
25175,21009,Slash,Pop/Rock,1980
25303,487012,The Wailers,Pop/Rock,1950
25327,812388,Kenny Wayne Shepherd,Pop/Rock,1990
25350,450991,The Weepies,Pop/Rock,2000
25408,246169,Whiskeytown,Pop/Rock,1990
25415,753833,Son Volt,Pop/Rock,1990
25441,868616,Nickelback,Pop/Rock,1990
25443,988627,Fuel,Pop/Rock,1990
25484,97384,Kings of Leon,Pop/Rock,2000
25487,520583,My Morning Jacket,Pop/Rock,1990
25528,185383,French Kicks,Pop/Rock,2000
25834,201958,General Public,Pop/Rock,1980
25867,35719,Steve Harley,Pop/Rock,1970
26096,641709,Camera Obscura,Pop/Rock,1990
26174,118979,The Dandy Warhols,Pop/Rock,1990
26199,615304,Ash,Pop/Rock,1990
26228,949211,Girls at Our Best!,Pop/Rock,1980
26247,938638,Buffalo Tom,Pop/Rock,1980
26380,492521,Mina,Pop/Rock,1960
26399,485525,The Starting Line,Pop/Rock,1990
26432,625278,Broken Social Scene,Pop/Rock,1990
26439,32401,Triumph,Pop/Rock,1970
26447,527024,Bruce Dickinson,Pop/Rock,1970
26543,174132,Tuxedomoon,Pop/Rock,1970
26594,232598,Days of the New,Pop/Rock,1990
26683,495288,The Rentals,Pop/Rock,1990
26760,128141,Cranes,Pop/Rock,1980
26774,921542,A.R. Kane,Pop/Rock,1980
26794,757070,Steve Perry,Pop/Rock,1970
26795,813463,John Waite,Pop/Rock,1970
26804,31606,Smog,Pop/Rock,1990
26940,135059,Classics IV,Pop/Rock,1960
27189,103447,Kim Wilde,Pop/Rock,1980
27206,520215,Cactus,Pop/Rock,1970
27281,186545,Mae,Pop/Rock,2000
27284,595768,Motion City Soundtrack,Pop/Rock,1990
27348,412393,Melanie C,Pop/Rock,1990
27381,919853,The Tokens,Pop/Rock,1960
27417,85806,Billy Thorpe,Pop/Rock,1950
27674,85038,Iron and Wine,Pop/Rock,2000
27678,233147,Howie Day,Pop/Rock,1990
27860,412710,Milli Vanilli,Pop/Rock,1980
28030,787696,Dicks,Pop/Rock,1980
28069,100659,Labradford,Pop/Rock,1990
28243,16132,Sevendust,Pop/Rock,1990
28248,509156,Mudvayne,Pop/Rock,1990
28251,791734,Coal Chamber,Pop/Rock,1990
28254,855232,Powerman 5000,Pop/Rock,1990
28261,48123,Marine Girls,Pop/Rock,1980
28326,919603,Animal Collective,Pop/Rock,1990
28371,621101,The Bouncing Souls,Pop/Rock,1980
28372,755745,Swingin' Utters,Pop/Rock,1990
28376,333903,New Musik,Pop/Rock,1980
28539,528895,Vasco Rossi,Pop/Rock,1980
28543,285232,Maroon 5,Pop/Rock,1990
28545,514563,Muse,Pop/Rock,1990
28618,40294,Swell,Pop/Rock,1990
28722,38061,The Bats,Pop/Rock,1980
28724,299567,Poi Dog Pondering,Pop/Rock,1980
28739,944293,Calexico,Pop/Rock,1990
28853,814871,Mad Season,Pop/Rock,1990
28910,395187,Nena,Pop/Rock,1980
28949,318085,Panic! At the Disco,Pop/Rock,2000
28967,1811373,Space,Pop/Rock,1970
28987,172582,Franz Ferdinand,Pop/Rock,2000
29027,164686,Ben Folds Five,Pop/Rock,1990
29071,574033,Modern English,Pop/Rock,1970
29104,769486,Iced Earth,Pop/Rock,1980
29236,896817,The Sapphires,Pop/Rock,1960
29371,925450,Three Dog Night,Pop/Rock,1960
29655,831448,Romeo Void,Pop/Rock,1970
29741,90945,Colosseum,Pop/Rock,1960
30047,58934,The Faint,Pop/Rock,1990
30050,343455,Pinback,Pop/Rock,1990
30094,886961,Relient K,Pop/Rock,1990
30096,45560,The Mars Volta,Pop/Rock,2000
30147,159655,Shadows Fall,Pop/Rock,1990
30148,175379,Unearth,Pop/Rock,1990
30149,382565,Mastodon,Pop/Rock,1990
30158,400815,Nerf Herder,Pop/Rock,1990
30289,178621,Ultra Vivid Scene,Pop/Rock,1980
30384,333766,New Model Army,Pop/Rock,1980
30422,953875,Danielle Dax,Pop/Rock,1970
30594,253408,White Lion,Pop/Rock,1980
30623,618230,Alex Van Halen,Pop/Rock,1970
30948,185543,Green Jelly,Pop/Rock,1980
31020,226556,Dead or Alive,Pop/Rock,1980
31164,509524,Al Kooper,Pop/Rock,1960
31304,169099,Lush,Pop/Rock,1980
31509,84258,Kirsty MacColl,Pop/Rock,1980
31700,176332,Right Said Fred,Pop/Rock,1990
31766,674600,Manfred Mann's Earth Band,Pop/Rock,1970
31866,919282,999,Pop/Rock,1970
31998,24113,Tripping Daisy,Pop/Rock,1990
32345,393031,Ohio Express,Pop/Rock,1960
32456,491174,Suffocation,Pop/Rock,1990
32498,349180,Jimmy Barnes,Pop/Rock,1970
32538,176256,Elisa,Pop/Rock,2000
32905,164189,Cast,Pop/Rock,1990
32910,257160,Jon Brion,Pop/Rock,1990
33200,892586,The Normal,Pop/Rock,1970
33243,14724,Paul Brady,Pop/Rock,1980
33306,22875,Temple of the Dog,Pop/Rock,1990
33329,105030,Coheed and Cambria,Pop/Rock,2000
33415,107556,Kimya Dawson,Pop/Rock,1990
33574,347451,Plumb,Pop/Rock,2000
33822,406657,Meredith Brooks,Pop/Rock,1990
33961,213273,Joey McIntyre,Pop/Rock,1980
34077,793898,Cockney Rejects,Pop/Rock,1980
34082,125829,Coralie Cl??ment,Pop/Rock,2000
34248,829033,Huey Lewis,Pop/Rock,1970
34699,214383,U.K.,Pop/Rock,1970
34741,194578,Gang Green,Pop/Rock,1980
34829,11620,Alvin Lee,Pop/Rock,1960
34879,477001,Texas Tornados,Pop/Rock,1980
34931,40743,Audioslave,Pop/Rock,2000
35219,12491,Taylor Dayne,Pop/Rock,1980
35360,754587,Steve Hackett,Pop/Rock,1970
35391,20984,Shelley Fabares,Pop/Rock,1940
35419,166658,Hum,Pop/Rock,1980
35674,276626,Rob Halford,Pop/Rock,1970
35681,609590,Caribou,Pop/Rock,2000
35684,753422,The Album Leaf,Pop/Rock,2000
36164,317571,Jennifer Love Hewitt,Pop/Rock,1990
36234,36975,The Babys,Pop/Rock,1970
36435,191070,Wang Chung,Pop/Rock,1970
36572,122381,Jacques Dutronc,Pop/Rock,1960
36933,832507,Rocket from the Crypt,Pop/Rock,1990
37064,97395,Colin Hay,Pop/Rock,1980
37065,98467,Klaatu,Pop/Rock,1970
37077,937397,Brooklyn Bridge,Pop/Rock,1960
37130,178371,Egg Hunt,Pop/Rock,1980
37220,11046,Tracy Bonham,Pop/Rock,1990
37276,490852,Our Lady Peace,Pop/Rock,1990
37279,746302,Train,Pop/Rock,1990
37352,334243,Phil Ramone,Pop/Rock,1960
37355,595559,Arif Mardin,Pop/Rock,1960
37359,855619,Primitive Radio Gods,Pop/Rock,1990
37596,857621,Keane,Pop/Rock,1990
37697,957340,Nightwish,Pop/Rock,1980
37722,483716,The Vapors,Pop/Rock,1970
37740,753868,Sigur R?3s,Pop/Rock,1990
37904,793456,Electronic,Pop/Rock,1990
37907,49026,Switchfoot,Pop/Rock,1990
38458,206658,Werly Fairburn,Pop/Rock,1950
38496,860561,The Fray,Pop/Rock,2000
38521,159410,Further Seems Forever,Pop/Rock,1990
38539,467444,Of Montreal,Pop/Rock,1990
38635,577358,The Used,Pop/Rock,2000
38870,48265,Silverchair,Pop/Rock,1990
39403,921359,The Tremeloes,Pop/Rock,1950
39404,167296,Caravan,Pop/Rock,1960
39408,470588,Mick Taylor,Pop/Rock,1960
39656,934243,Tom Robinson Band,Pop/Rock,1970
39776,185999,Voodoo Glow Skulls,Pop/Rock,1990
40183,419102,The Shins,Pop/Rock,1990
40336,866271,Nick Cave & the Bad Seeds,Pop/Rock,1980
40426,175025,Eddie Vedder,Pop/Rock,1980
40495,307102,Puddle of Mudd,Pop/Rock,1990
40639,376793,Brandi Carlile,Pop/Rock,2000
40661,207290,DeVotchKa,Pop/Rock,1990
40665,890559,The Olivia Tremor Control,Pop/Rock,1990
40672,614933,Four Year Strong,Pop/Rock,2000
40674,777009,Comeback Kid,Pop/Rock,2000
40871,919418,The Thermals,Pop/Rock,2000
40910,31442,Anastacia,Pop/Rock,1980
40923,29604,Shocking Blue,Pop/Rock,1960
40928,558954,Natasha Bedingfield,Pop/Rock,2000
40943,138071,The Dresden Dolls,Pop/Rock,2000
40948,664770,Gorillaz,Pop/Rock,2000
40960,760214,Dr. Dog,Pop/Rock,1990
40980,894962,The Postal Service,Pop/Rock,2000
41069,818702,Grizzly Bear,Pop/Rock,2000
41143,840708,Vengaboys,Pop/Rock,1990
41195,511257,The Soup Dragons,Pop/Rock,1980
41197,800695,Fun Lovin' Criminals,Pop/Rock,1990
41216,666244,The Knife,Pop/Rock,2000
41280,59758,Bleeding Through,Pop/Rock,2000
41345,952786,Goldfrapp,Pop/Rock,1990
41348,2717459,Tori Kelly,Pop/Rock,2000
41386,691371,Avenged Sevenfold,Pop/Rock,1990
41391,94792,Imogen Heap,Pop/Rock,1990
41393,367188,Rihanna,Pop/Rock,2000
41394,503460,Adele,Pop/Rock,2000
41397,859589,Katy Perry,Pop/Rock,2000
41398,994823,Lady Gaga,Pop/Rock,2000
41399,2124046,Florence + the Machine,Pop/Rock,2000
41438,221059,Jason Mraz,Pop/Rock,1990
41468,919239,4 Non Blondes,Pop/Rock,1980
41549,185591,Arcade Fire,Pop/Rock,2000
41598,710448,Katie Herzig,Pop/Rock,1990
41627,134051,Elbow,Pop/Rock,1990
41630,380651,Metric,Pop/Rock,2000
41650,222153,Hot Hot Heat,Pop/Rock,1990
41665,469519,Ashley Tisdale,Pop/Rock,1990
41720,631275,Emmure,Pop/Rock,2000
41747,2165952,Justin Bieber,Pop/Rock,2000
41760,166505,Feist,Pop/Rock,1990
41764,663645,Bon Iver,Pop/Rock,2000
41773,681718,Xiu Xiu,Pop/Rock,2000
41797,237773,Mark Ronson,Pop/Rock,1990
41799,639748,Blue,Pop/Rock,1990
41800,44776,Beth Hart,Pop/Rock,1990
41803,386560,Regina Spektor,Pop/Rock,2000
41804,562850,Lily Allen,Pop/Rock,2000
41838,277572,Phoenix,Pop/Rock,1990
41839,662416,Vampire Weekend,Pop/Rock,2000
41840,843995,Peter Bjorn and John,Pop/Rock,1990
41849,923745,Aaron Carter,Pop/Rock,1990
41874,109628,Panda Bear,Pop/Rock,2000
